"ID","screen","male_ever_smoker_min_age","male_ever_smoker_max_age","male_ever_smoker_uptake","male_ever_smoker_pack_yrs","male_ever_smoker_quitting_period","male_ever_smoker_frequency","male_ever_smoker_family_history","male_never_smoker_min_age","male_never_smoker_max_age","male_never_smoker_uptake","male_never_smoker_frequency","male_never_smoker_family_history","female_ever_smoker_min_age","female_ever_smoker_max_age","female_ever_smoker_uptake","female_ever_smoker_pack_yrs","female_ever_smoker_quitting_period","female_ever_smoker_frequency","female_ever_smoker_family_history","female_never_smoker_min_age","female_never_smoker_max_age","female_never_smoker_uptake","female_never_smoker_frequency","female_never_smoker_family_history"
13,1,60,80,1,20,15,2,1,50,80,0.7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
14,1,60,80,1,20,15,2,1,55,80,0.7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
15,1,60,80,1,20,15,2,1,60,80,0.7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
16,1,60,80,1,20,15,2,1,50,85,0.7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
17,1,60,80,1,20,15,2,1,55,85,0.7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18,1,60,80,1,20,15,2,1,60,85,0.7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
19,1,60,80,1,20,15,2,1,50,75,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
20,1,60,80,1,20,15,2,1,55,75,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1,60,80,1,20,15,2,1,60,75,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22,1,60,80,1,20,15,2,1,50,80,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
23,1,60,80,1,20,15,2,1,55,80,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
24,1,60,80,1,20,15,2,1,60,80,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25,1,60,80,1,20,15,2,1,50,85,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
26,1,60,80,1,20,15,2,1,55,85,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
27,1,60,80,1,20,15,2,1,60,85,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28,1,60,80,1,20,15,2,1,50,75,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
29,1,60,80,1,20,15,2,1,55,75,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
30,1,60,80,1,20,15,2,1,60,75,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
31,1,60,80,1,20,15,2,1,50,80,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
32,1,60,80,1,20,15,2,1,55,80,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
33,1,60,80,1,20,15,2,1,60,80,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
34,1,60,80,1,20,15,2,1,50,85,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
35,1,60,80,1,20,15,2,1,55,85,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
36,1,60,80,1,20,15,2,1,60,85,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
37,1,60,80,1,20,15,2,1,50,75,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
38,1,60,80,1,20,15,2,1,55,75,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
39,1,60,80,1,20,15,2,1,60,75,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
40,1,60,80,1,20,15,2,1,50,80,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
41,1,60,80,1,20,15,2,1,55,80,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
42,1,60,80,1,20,15,2,1,60,80,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
43,1,60,80,1,20,15,2,1,50,85,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
44,1,60,80,1,20,15,2,1,55,85,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
45,1,60,80,1,20,15,2,1,60,85,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
46,1,60,80,1,20,15,2,1,50,75,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
47,1,60,80,1,20,15,2,1,55,75,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
48,1,60,80,1,20,15,2,1,60,75,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
49,1,60,80,1,20,15,2,1,50,80,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
50,1,60,80,1,20,15,2,1,55,80,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
51,1,60,80,1,20,15,2,1,60,80,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
52,1,60,80,1,20,15,2,1,50,85,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
53,1,60,80,1,20,15,2,1,55,85,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
54,1,60,80,1,20,15,2,1,60,85,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
55,1,60,80,1,20,15,2,1,50,75,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
56,1,60,80,1,20,15,2,1,55,75,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
57,1,60,80,1,20,15,2,1,60,75,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
58,1,60,80,1,20,15,2,1,50,80,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
59,1,60,80,1,20,15,2,1,55,80,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
60,1,60,80,1,20,15,2,1,60,80,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
61,1,60,80,1,20,15,2,1,50,85,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
62,1,60,80,1,20,15,2,1,55,85,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
63,1,60,80,1,20,15,2,1,60,85,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
64,1,60,80,1,20,15,2,1,50,75,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
65,1,60,80,1,20,15,2,1,55,75,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
66,1,60,80,1,20,15,2,1,60,75,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
67,1,60,80,1,20,15,2,1,50,80,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
68,1,60,80,1,20,15,2,1,55,80,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
69,1,60,80,1,20,15,2,1,60,80,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
70,1,60,80,1,20,15,2,1,50,85,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
71,1,60,80,1,20,15,2,1,55,85,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
72,1,60,80,1,20,15,2,1,60,85,0.7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
73,1,60,80,1,20,15,2,1,50,75,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
74,1,60,80,1,20,15,2,1,55,75,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
75,1,60,80,1,20,15,2,1,60,75,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
76,1,60,80,1,20,15,2,1,50,80,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
77,1,60,80,1,20,15,2,1,55,80,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
78,1,60,80,1,20,15,2,1,60,80,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
79,1,60,80,1,20,15,2,1,50,85,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
80,1,60,80,1,20,15,2,1,55,85,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
81,1,60,80,1,20,15,2,1,60,85,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
82,1,60,80,1,20,15,2,1,50,75,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
83,1,60,80,1,20,15,2,1,55,75,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
84,1,60,80,1,20,15,2,1,60,75,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
85,1,60,80,1,20,15,2,1,50,80,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
86,1,60,80,1,20,15,2,1,55,80,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
