"ID","screen","male_ever_smoker_min_age","male_ever_smoker_max_age","male_ever_smoker_uptake","male_ever_smoker_pack_yrs","male_ever_smoker_quitting_period","male_ever_smoker_frequency","male_ever_smoker_family_history","male_never_smoker_min_age","male_never_smoker_max_age","male_never_smoker_uptake","male_never_smoker_frequency","male_never_smoker_family_history","female_ever_smoker_min_age","female_ever_smoker_max_age","female_ever_smoker_uptake","female_ever_smoker_pack_yrs","female_ever_smoker_quitting_period","female_ever_smoker_frequency","female_ever_smoker_family_history","female_never_smoker_min_age","female_never_smoker_max_age","female_never_smoker_uptake","female_never_smoker_frequency","female_never_smoker_family_history"
238,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,80,1,4,1
239,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,80,1,4,1
240,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,80,1,4,1
241,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,85,1,4,1
242,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,85,1,4,1
243,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,85,1,4,1
244,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,75,0.4,5,1
245,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,75,0.4,5,1
246,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,75,0.4,5,1
247,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,80,0.4,5,1
248,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,80,0.4,5,1
249,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,80,0.4,5,1
250,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,85,0.4,5,1
251,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,85,0.4,5,1
252,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,85,0.4,5,1
253,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,75,0.7,5,1
254,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,75,0.7,5,1
255,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,75,0.7,5,1
256,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,80,0.7,5,1
257,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,80,0.7,5,1
258,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,80,0.7,5,1
259,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,85,0.7,5,1
260,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,85,0.7,5,1
261,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,85,0.7,5,1
262,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,75,1,5,1
263,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,75,1,5,1
264,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,75,1,5,1
265,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,80,1,5,1
266,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,80,1,5,1
267,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,80,1,5,1
268,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,50,85,1,5,1
269,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,55,85,1,5,1
270,1,0,0,0,0,0,0,0,0,0,0,0,0,50,80,1,20,15,1,1,60,85,1,5,1
