sim_year,agent_race,agent_age,birth_prob
2008,malay,19,0.018524314062500002
2008,indian,19,0.011541326562499999
2008,other,19,0.018524314062500002
2008,chinese,20,0.013688015625
2008,malay,20,0.0229334296875
2008,indian,20,0.0142883671875
2008,other,20,0.0229334296875
2008,chinese,21,0.0174170625
2008,malay,21,0.029181218750000005
2008,indian,21,0.018180968750000002
2008,other,21,0.029181218750000005
2008,chinese,22,0.02338603125
2008,malay,22,0.039181859375
2008,indian,22,0.024411734375
2008,other,22,0.039181859375
2008,chinese,23,0.032201437500000006
2008,malay,23,0.05395153125000001
2008,indian,23,0.03361378125
2008,other,23,0.05395153125000001
2008,chinese,24,0.042893390625
2008,malay,24,0.07186524218750001
2008,indian,24,0.044774679687500006
2008,other,24,0.07186524218750001
2008,chinese,25,0.0537981140625
2008,malay,25,0.09013543671875
2008,indian,25,0.05615768046875
2008,other,25,0.09013543671875
2008,chinese,26,0.06357459375000002
2008,malay,26,0.10651532812500004
2008,indian,26,0.06636295312500001
2008,other,26,0.10651532812500004
2008,chinese,27,0.072068484375
2008,malay,27,0.12074632031250003
2008,indian,27,0.07522938281250001
2008,other,27,0.12074632031250003
2008,chinese,28,0.07864753125000001
2008,malay,28,0.13176910937500003
2008,indian,28,0.08209698437500001
2008,other,28,0.13176910937500003
2008,chinese,29,0.0832628390625
2008,malay,29,0.13950177421875
2008,indian,29,0.08691471796875
2008,other,29,0.13950177421875
2008,chinese,30,0.08770211484374998
2008,malay,30,0.14693950820312499
2008,indian,30,0.09154869882812498
2008,other,30,0.14693950820312499
2008,chinese,31,0.090825046875
2008,malay,31,0.1521717890625
2008,indian,31,0.09480860156249998
2008,other,31,0.1521717890625
2008,chinese,32,0.08941385156249998
2008,malay,32,0.14980741796874997
2008,indian,32,0.09333551171874997
2008,other,32,0.14980741796874997
2008,chinese,33,0.082299984375
2008,malay,33,0.13788857031250001
2008,indian,33,0.0859096328125
2008,other,33,0.13788857031250001
2008,chinese,34,0.07102462734375
2008,malay,34,0.118997401953125
2008,indian,34,0.07413974257812499
2008,other,34,0.118997401953125
2008,chinese,35,0.057940989843749985
2008,malay,35,0.09707657070312499
2008,indian,35,0.06048226132812498
2008,other,35,0.09707657070312499
2008,chinese,36,0.045524296874999995
2008,malay,36,0.0762731640625
2008,indian,36,0.0475209765625
2008,other,36,0.0762731640625
2008,chinese,37,0.0346047890625
2008,malay,37,0.05797819921875001
2008,indian,37,0.036122542968750004
2008,other,37,0.05797819921875001
2008,chinese,38,0.026382984375
2008,malay,38,0.04420307031250001
2008,indian,38,0.027540132812500003
2008,other,38,0.04420307031250001
2008,chinese,39,0.02035162734375
2008,malay,39,0.03409790195312501
2008,indian,39,0.021244242578125003
2008,other,39,0.03409790195312501
2008,chinese,40,0.014518523437499998
2008,malay,40,0.02432489453125
2008,indian,40,0.015155300781249999
2008,other,40,0.02432489453125
2008,chinese,41,0.00854465625
2008,malay,41,0.014316046875
2008,indian,41,0.008919421875
2008,other,41,0.014316046875
2008,chinese,42,0.004136953124999999
2008,malay,42,0.006931210937499999
2008,indian,42,0.004318398437499998
2008,other,42,0.006931210937499999
2008,chinese,43,0.0016155937499999998
2008,malay,43,0.002706828125
2008,indian,43,0.0016864531249999998
2008,other,43,0.002706828125
2008,chinese,44,0.000574898437499999
2008,malay,44,0.0009632070312499985
2008,indian,44,0.000600113281249999
2008,other,44,0.0009632070312499985
2008,chinese,45,0.0003623953125
2008,malay,45,0.0006071710937500002
2008,indian,45,0.00037828984375
2008,other,45,0.0006071710937500002
2008,chinese,46,0.000412715625
2008,malay,46,0.0006914796875000001
2008,indian,46,0.0004308171875
2008,other,46,0.0006914796875000001
2008,chinese,47,0.0003637312500000001
2008,malay,47,0.0006094093750000002
2008,indian,47,0.0003796843750000001
2008,other,47,0.0006094093750000002
2008,chinese,48,8.558906249999992e-05
2008,malay,48,0.00014339921874999989
2008,indian,48,8.934296874999992e-05
2008,other,48,0.00014339921874999989
2008,chinese,49,0.0
2008,malay,49,0.0
2008,indian,49,0.0
2008,other,49,0.0
2009,chinese,15,0.0
2009,malay,15,0.0
2009,indian,15,0.0
2009,other,15,0.0
2009,chinese,16,0.0019378475409836068
2009,malay,16,0.0032656319672131153
2009,indian,16,0.002045505737704918
2009,other,16,0.0032656319672131153
2009,chinese,17,0.004801750819672132
2009,malay,17,0.008091839344262296
2009,indian,17,0.005068514754098361
2009,other,17,0.008091839344262296
2009,chinese,18,0.007191472131147542
2009,malay,18,0.012118962295081966
2009,indian,18,0.007590998360655737
2009,other,18,0.012118962295081966
2009,chinese,19,0.009133303278688528
2009,malay,19,0.015391307377049183
2009,indian,19,0.009640709016393443
2009,other,19,0.015391307377049183
2009,chinese,20,0.0111797262295082
2009,malay,20,0.018839909016393448
2009,indian,20,0.011800822131147541
2009,other,20,0.018839909016393448
2009,chinese,21,0.014343639344262296
2009,malay,21,0.024171688524590163
2009,indian,21,0.01514050819672131
2009,other,21,0.024171688524590163
2009,chinese,22,0.01983526229508197
2009,malay,22,0.03342609016393443
2009,indian,22,0.020937221311475407
2009,other,22,0.03342609016393443
