"year_of_death","gender","race","age","mortality_rate"
1990,"female","chinese",0,0.0062
1990,"female","chinese",1,2e-04
1990,"female","chinese",2,2e-04
1990,"female","chinese",3,2e-04
1990,"female","chinese",4,2e-04
1990,"female","chinese",5,1e-04
1990,"female","chinese",6,1e-04
1990,"female","chinese",7,1e-04
1990,"female","chinese",8,1e-04
1990,"female","chinese",9,1e-04
1990,"female","chinese",10,2e-04
1990,"female","chinese",11,2e-04
1990,"female","chinese",12,2e-04
1990,"female","chinese",13,2e-04
1990,"female","chinese",14,2e-04
1990,"female","chinese",15,2e-04
1990,"female","chinese",16,2e-04
1990,"female","chinese",17,2e-04
1990,"female","chinese",18,2e-04
1990,"female","chinese",19,2e-04
1990,"female","chinese",20,4e-04
1990,"female","chinese",21,4e-04
1990,"female","chinese",22,4e-04
1990,"female","chinese",23,4e-04
1990,"female","chinese",24,4e-04
1990,"female","chinese",25,4e-04
1990,"female","chinese",26,4e-04
1990,"female","chinese",27,4e-04
1990,"female","chinese",28,4e-04
1990,"female","chinese",29,4e-04
1990,"female","chinese",30,6e-04
1990,"female","chinese",31,6e-04
1990,"female","chinese",32,6e-04
1990,"female","chinese",33,6e-04
1990,"female","chinese",34,6e-04
1990,"female","chinese",35,0.001
1990,"female","chinese",36,0.001
1990,"female","chinese",37,0.001
1990,"female","chinese",38,0.001
1990,"female","chinese",39,0.001
1990,"female","chinese",40,0.0014
1990,"female","chinese",41,0.0014
1990,"female","chinese",42,0.0014
1990,"female","chinese",43,0.0014
1990,"female","chinese",44,0.0014
1990,"female","chinese",45,0.0024
1990,"female","chinese",46,0.0024
1990,"female","chinese",47,0.0024
1990,"female","chinese",48,0.0024
1990,"female","chinese",49,0.0024
1990,"female","chinese",50,0.0042
1990,"female","chinese",51,0.0042
1990,"female","chinese",52,0.0042
1990,"female","chinese",53,0.0042
1990,"female","chinese",54,0.0042
1990,"female","chinese",55,0.0074
1990,"female","chinese",56,0.0074
1990,"female","chinese",57,0.0074
1990,"female","chinese",58,0.0074
1990,"female","chinese",59,0.0074
1990,"female","chinese",60,0.0109
1990,"female","chinese",61,0.0109
1990,"female","chinese",62,0.0109
1990,"female","chinese",63,0.0109
1990,"female","chinese",64,0.0109
1990,"female","chinese",65,0.0186
1990,"female","chinese",66,0.0186
1990,"female","chinese",67,0.0186
1990,"female","chinese",68,0.0186
1990,"female","chinese",69,0.0186
1990,"female","chinese",70,0.0313
1990,"female","chinese",71,0.0313
1990,"female","chinese",72,0.0313
1990,"female","chinese",73,0.0313
1990,"female","chinese",74,0.0313
1990,"female","chinese",75,0.0477999999999999
1990,"female","chinese",76,0.0477999999999999
1990,"female","chinese",77,0.0477999999999999
1990,"female","chinese",78,0.0477999999999999
1990,"female","chinese",79,0.0477999999999999
1990,"female","chinese",80,0.0785999999999999
1990,"female","chinese",81,0.0785999999999999
1990,"female","chinese",82,0.0785999999999999
1990,"female","chinese",83,0.0785999999999999
1990,"female","chinese",84,0.0785999999999999
1990,"female","chinese",85,0.1294
1990,"female","chinese",86,0.1294
1990,"female","chinese",87,0.1294
1990,"female","chinese",88,0.1294
1990,"female","chinese",89,0.1294
1990,"female","chinese",90,0.1294
1990,"female","indian",0,0.0062
1990,"female","indian",1,2e-04
1990,"female","indian",2,2e-04
1990,"female","indian",3,2e-04
1990,"female","indian",4,2e-04
1990,"female","indian",5,1e-04
1990,"female","indian",6,1e-04
1990,"female","indian",7,1e-04
1990,"female","indian",8,1e-04
1990,"female","indian",9,1e-04
1990,"female","indian",10,2e-04
1990,"female","indian",11,2e-04
1990,"female","indian",12,2e-04
1990,"female","indian",13,2e-04
1990,"female","indian",14,2e-04
1990,"female","indian",15,2e-04
1990,"female","indian",16,2e-04
1990,"female","indian",17,2e-04
1990,"female","indian",18,2e-04
1990,"female","indian",19,2e-04
1990,"female","indian",20,4e-04
1990,"female","indian",21,4e-04
1990,"female","indian",22,4e-04
1990,"female","indian",23,4e-04
1990,"female","indian",24,4e-04
1990,"female","indian",25,4e-04
1990,"female","indian",26,4e-04
1990,"female","indian",27,4e-04
1990,"female","indian",28,4e-04
1990,"female","indian",29,4e-04
1990,"female","indian",30,6e-04
1990,"female","indian",31,6e-04
1990,"female","indian",32,6e-04
1990,"female","indian",33,6e-04
1990,"female","indian",34,6e-04
1990,"female","indian",35,0.001
1990,"female","indian",36,0.001
1990,"female","indian",37,0.001
1990,"female","indian",38,0.001
1990,"female","indian",39,0.001
1990,"female","indian",40,0.0014
1990,"female","indian",41,0.00155111222267373
1990,"female","indian",42,0.00155499485449799
1990,"female","indian",43,0.00155888720504515
1990,"female","indian",44,0.00156278929864242
1990,"female","indian",45,0.00268577341659067
1990,"female","indian",46,0.00269249625017265
1990,"female","indian",47,0.00269923591186496
1990,"female","indian",48,0.0027059924437905
1990,"female","indian",49,0.00271276588817763
1990,"female","indian",50,0.00475922350288067
1990,"female","indian",51,0.00477113644661288
1990,"female","indian",52,0.00478307920996341
1990,"female","indian",53,0.00479505186757458
1990,"female","indian",54,0.00480705449427552
1990,"female","indian",55,0.00849077262419333
1990,"female","indian",56,0.00851202611154348
1990,"female","indian",57,0.00853333279908454
1990,"female","indian",58,0.00855469281998336
1990,"female","indian",59,0.00857610630774016
1990,"female","indian",60,0.0126639932457383
1990,"female","indian",61,0.0126956928368313
1990,"female","indian",62,0.0127274717760459
1990,"female","indian",63,0.0127593302620005
1990,"female","indian",64,0.0127912684938107
1990,"female","indian",65,0.0218819387231456
1990,"female","indian",66,0.0219367120080319
1990,"female","indian",67,0.0219916223974395
1990,"female","indian",68,0.0220466702345588
1990,"female","indian",69,0.0221018558634388
1990,"female","indian",70,0.0372860065799668
1990,"female","indian",71,0.037379338212347
1990,"female","indian",72,0.0374729034657127
1990,"female","indian",73,0.037566702924847
1990,"female","indian",74,0.0376607371759969
1990,"female","indian",75,0.0576578059223228
1990,"female","indian",76,0.0578021307680165
1990,"female","indian",77,0.0579468168772157
1990,"female","indian",78,0.058091865154209
1990,"female","indian",79,0.0582372765055486
1990,"female","indian",80,0.0960022567913892
1990,"female","indian",81,0.0962425626905824
1990,"female","indian",82,0.0964834701061057
1990,"female","indian",83,0.0967249805436311
1990,"female","indian",84,0.0969670955125999
1990,"female","indian",85,0.160037535095348
1990,"female","indian",86,0.160037535095348
1990,"female","indian",87,0.160037535095348
1990,"female","indian",88,0.160037535095348
1990,"female","indian",89,0.160037535095348
1990,"female","indian",90,0.160037535095348
1990,"female","malay",0,0.0062
1990,"female","malay",1,2e-04
1990,"female","malay",2,2e-04
1990,"female","malay",3,2e-04
1990,"female","malay",4,2e-04
1990,"female","malay",5,1e-04
1990,"female","malay",6,1e-04
1990,"female","malay",7,1e-04
1990,"female","malay",8,1e-04
1990,"female","malay",9,1e-04
1990,"female","malay",10,2e-04
1990,"female","malay",11,2e-04
1990,"female","malay",12,2e-04
1990,"female","malay",13,2e-04
1990,"female","malay",14,2e-04
1990,"female","malay",15,2e-04
1990,"female","malay",16,2e-04
1990,"female","malay",17,2e-04
1990,"female","malay",18,2e-04
1990,"female","malay",19,2e-04
1990,"female","malay",20,4e-04
1990,"female","malay",21,4e-04
1990,"female","malay",22,4e-04
1990,"female","malay",23,4e-04
1990,"female","malay",24,4e-04
1990,"female","malay",25,4e-04
1990,"female","malay",26,4e-04
1990,"female","malay",27,4e-04
1990,"female","malay",28,4e-04
1990,"female","malay",29,4e-04
1990,"female","malay",30,6e-04
1990,"female","malay",31,6e-04
1990,"female","malay",32,6e-04
1990,"female","malay",33,6e-04
1990,"female","malay",34,6e-04
1990,"female","malay",35,0.001
1990,"female","malay",36,0.001
1990,"female","malay",37,0.001
1990,"female","malay",38,0.001
1990,"female","malay",39,0.001
1990,"female","malay",40,0.0014
1990,"female","malay",41,0.0017362406616649
1990,"female","malay",42,0.00174537989463352
1990,"female","malay",43,0.00175456723474598
1990,"female","malay",44,0.00176380293522892
1990,"female","malay",45,0.0030395781439576
1990,"female","malay",46,0.00305557789180206
1990,"female","malay",47,0.00307166185920561
1990,"female","malay",48,0.00308783048948362
1990,"female","malay",49,0.00310408422828497
1990,"female","malay",50,0.00546074116630766
1990,"female","malay",51,0.00548948544514073
1990,"female","malay",52,0.0055183810282639
1990,"female","malay",53,0.00554742871211353
1990,"female","malay",54,0.00557662929731822
1990,"female","malay",55,0.00987720918012742
1990,"female","malay",56,0.00992920088713559
1990,"female","malay",57,0.0099814662683718
1990,"female","malay",58,0.0100340067644039
1990,"female","malay",59,0.0100868238233828
1990,"female","malay",60,0.0149358264894313
1990,"female","malay",61,0.015014445773543
1990,"female","malay",62,0.0150934788942669
1990,"female","malay",63,0.0151729280299583
1990,"female","malay",64,0.0152527953704391
1990,"female","malay",65,0.0261647106401173
1990,"female","malay",66,0.0263024365852447
1990,"female","malay",67,0.0264408874929457
1990,"female","malay",68,0.0265800671792821
1990,"female","malay",69,0.0267199794804029
1990,"female","malay",70,0.0452009496939749
1990,"female","malay",71,0.0454388786970083
1990,"female","malay",72,0.0456780601120124
1990,"female","malay",73,0.0459185005314402
1990,"female","malay",74,0.0461602065824458
1990,"female","malay",75,0.0708649277799945
1990,"female","malay",76,0.0712379469694337
1990,"female","malay",77,0.0716129296592961
1990,"female","malay",78,0.071989886185066
1990,"female","malay",79,0.0723688269366313
1990,"female","malay",80,0.119626178271624
1990,"female","malay",81,0.120255867194657
1990,"female","malay",82,0.120888870677643
1990,"female","malay",83,0.12152520616778
1990,"female","malay",84,0.122164891204105
1990,"female","malay",85,0.202179998451481
1990,"female","malay",86,0.202179998451481
1990,"female","malay",87,0.202179998451481
1990,"female","malay",88,0.202179998451481
1990,"female","malay",89,0.202179998451481
1990,"female","malay",90,0.202179998451481
1990,"female","other",0,0.0062
1990,"female","other",1,2e-04
1990,"female","other",2,2e-04
1990,"female","other",3,2e-04
1990,"female","other",4,2e-04
1990,"female","other",5,1e-04
1990,"female","other",6,1e-04
1990,"female","other",7,1e-04
1990,"female","other",8,1e-04
1990,"female","other",9,1e-04
1990,"female","other",10,2e-04
1990,"female","other",11,2e-04
1990,"female","other",12,2e-04
1990,"female","other",13,2e-04
1990,"female","other",14,2e-04
1990,"female","other",15,2e-04
1990,"female","other",16,2e-04
1990,"female","other",17,2e-04
1990,"female","other",18,2e-04
1990,"female","other",19,2e-04
1990,"female","other",20,4e-04
1990,"female","other",21,4e-04
1990,"female","other",22,4e-04
1990,"female","other",23,4e-04
1990,"female","other",24,4e-04
1990,"female","other",25,4e-04
1990,"female","other",26,4e-04
1990,"female","other",27,4e-04
1990,"female","other",28,4e-04
1990,"female","other",29,4e-04
1990,"female","other",30,6e-04
1990,"female","other",31,6e-04
1990,"female","other",32,6e-04
1990,"female","other",33,6e-04
1990,"female","other",34,6e-04
1990,"female","other",35,0.001
1990,"female","other",36,0.001
1990,"female","other",37,0.001
1990,"female","other",38,0.001
1990,"female","other",39,0.001
1990,"female","other",40,0.0014
1990,"female","other",41,0.0017362406616649
1990,"female","other",42,0.00174537989463352
1990,"female","other",43,0.00175456723474598
1990,"female","other",44,0.00176380293522892
1990,"female","other",45,0.0030395781439576
1990,"female","other",46,0.00305557789180206
1990,"female","other",47,0.00307166185920561
1990,"female","other",48,0.00308783048948362
1990,"female","other",49,0.00310408422828497
1990,"female","other",50,0.00546074116630766
1990,"female","other",51,0.00548948544514073
1990,"female","other",52,0.0055183810282639
1990,"female","other",53,0.00554742871211353
1990,"female","other",54,0.00557662929731822
1990,"female","other",55,0.00987720918012742
1990,"female","other",56,0.00992920088713559
1990,"female","other",57,0.0099814662683718
1990,"female","other",58,0.0100340067644039
1990,"female","other",59,0.0100868238233828
1990,"female","other",60,0.0149358264894313
1990,"female","other",61,0.015014445773543
1990,"female","other",62,0.0150934788942669
1990,"female","other",63,0.0151729280299583
1990,"female","other",64,0.0152527953704391
1990,"female","other",65,0.0261647106401173
1990,"female","other",66,0.0263024365852447
1990,"female","other",67,0.0264408874929457
1990,"female","other",68,0.0265800671792821
1990,"female","other",69,0.0267199794804029
1990,"female","other",70,0.0452009496939749
1990,"female","other",71,0.0454388786970083
1990,"female","other",72,0.0456780601120124
1990,"female","other",73,0.0459185005314402
1990,"female","other",74,0.0461602065824458
1990,"female","other",75,0.0708649277799945
1990,"female","other",76,0.0712379469694337
1990,"female","other",77,0.0716129296592961
1990,"female","other",78,0.071989886185066
1990,"female","other",79,0.0723688269366313
1990,"female","other",80,0.119626178271624
1990,"female","other",81,0.120255867194657
1990,"female","other",82,0.120888870677643
1990,"female","other",83,0.12152520616778
1990,"female","other",84,0.122164891204105
1990,"female","other",85,0.202179998451481
1990,"female","other",86,0.202179998451481
1990,"female","other",87,0.202179998451481
1990,"female","other",88,0.202179998451481
1990,"female","other",89,0.202179998451481
1990,"female","other",90,0.202179998451481
1990,"male","chinese",0,0.0070999999999999
1990,"male","chinese",1,4e-04
1990,"male","chinese",2,4e-04
1990,"male","chinese",3,4e-04
1990,"male","chinese",4,4e-04
1990,"male","chinese",5,2e-04
1990,"male","chinese",6,2e-04
1990,"male","chinese",7,2e-04
1990,"male","chinese",8,2e-04
1990,"male","chinese",9,2e-04
1990,"male","chinese",10,3e-04
1990,"male","chinese",11,3e-04
1990,"male","chinese",12,3e-04
1990,"male","chinese",13,3e-04
1990,"male","chinese",14,3e-04
1990,"male","chinese",15,5e-04
1990,"male","chinese",16,5e-04
1990,"male","chinese",17,5e-04
1990,"male","chinese",18,5e-04
1990,"male","chinese",19,5e-04
1990,"male","chinese",20,8e-04
1990,"male","chinese",21,8e-04
1990,"male","chinese",22,8e-04
1990,"male","chinese",23,8e-04
1990,"male","chinese",24,8e-04
1990,"male","chinese",25,8e-04
1990,"male","chinese",26,8e-04
1990,"male","chinese",27,8e-04
1990,"male","chinese",28,8e-04
1990,"male","chinese",29,8e-04
1990,"male","chinese",30,9e-04
1990,"male","chinese",31,9e-04
1990,"male","chinese",32,9e-04
1990,"male","chinese",33,9e-04
1990,"male","chinese",34,9e-04
1990,"male","chinese",35,0.0014
1990,"male","chinese",36,0.0014
1990,"male","chinese",37,0.0014
1990,"male","chinese",38,0.0014
1990,"male","chinese",39,0.0014
1990,"male","chinese",40,0.0021
1990,"male","chinese",41,0.0021
1990,"male","chinese",42,0.0021
1990,"male","chinese",43,0.0021
1990,"male","chinese",44,0.0021
1990,"male","chinese",45,0.004
1990,"male","chinese",46,0.004
1990,"male","chinese",47,0.004
1990,"male","chinese",48,0.004
1990,"male","chinese",49,0.004
1990,"male","chinese",50,0.0068
1990,"male","chinese",51,0.0068
1990,"male","chinese",52,0.0068
1990,"male","chinese",53,0.0068
1990,"male","chinese",54,0.0068
1990,"male","chinese",55,0.012
1990,"male","chinese",56,0.012
1990,"male","chinese",57,0.012
1990,"male","chinese",58,0.012
1990,"male","chinese",59,0.012
1990,"male","chinese",60,0.0208
1990,"male","chinese",61,0.0208
1990,"male","chinese",62,0.0208
1990,"male","chinese",63,0.0208
1990,"male","chinese",64,0.0208
1990,"male","chinese",65,0.0301
1990,"male","chinese",66,0.0301
1990,"male","chinese",67,0.0301
1990,"male","chinese",68,0.0301
1990,"male","chinese",69,0.0301
1990,"male","chinese",70,0.0469
1990,"male","chinese",71,0.0469
1990,"male","chinese",72,0.0469
1990,"male","chinese",73,0.0469
1990,"male","chinese",74,0.0469
1990,"male","chinese",75,0.0673
1990,"male","chinese",76,0.0673
1990,"male","chinese",77,0.0673
1990,"male","chinese",78,0.0673
1990,"male","chinese",79,0.0673
1990,"male","chinese",80,0.0972
1990,"male","chinese",81,0.0972
1990,"male","chinese",82,0.0972
1990,"male","chinese",83,0.0972
1990,"male","chinese",84,0.0972
1990,"male","chinese",85,0.1423
1990,"male","chinese",86,0.1423
1990,"male","chinese",87,0.1423
1990,"male","chinese",88,0.1423
1990,"male","chinese",89,0.1423
1990,"male","chinese",90,0.1423
1990,"male","indian",0,0.0070999999999999
1990,"male","indian",1,4e-04
1990,"male","indian",2,4e-04
1990,"male","indian",3,4e-04
1990,"male","indian",4,4e-04
1990,"male","indian",5,2e-04
1990,"male","indian",6,2e-04
1990,"male","indian",7,2e-04
1990,"male","indian",8,2e-04
1990,"male","indian",9,2e-04
1990,"male","indian",10,3e-04
1990,"male","indian",11,3e-04
1990,"male","indian",12,3e-04
1990,"male","indian",13,3e-04
1990,"male","indian",14,3e-04
1990,"male","indian",15,5e-04
1990,"male","indian",16,5e-04
1990,"male","indian",17,5e-04
1990,"male","indian",18,5e-04
1990,"male","indian",19,5e-04
1990,"male","indian",20,8e-04
1990,"male","indian",21,8e-04
1990,"male","indian",22,8e-04
1990,"male","indian",23,8e-04
1990,"male","indian",24,8e-04
1990,"male","indian",25,8e-04
1990,"male","indian",26,8e-04
1990,"male","indian",27,8e-04
1990,"male","indian",28,8e-04
1990,"male","indian",29,8e-04
1990,"male","indian",30,9e-04
1990,"male","indian",31,9e-04
1990,"male","indian",32,9e-04
1990,"male","indian",33,9e-04
1990,"male","indian",34,9e-04
1990,"male","indian",35,0.0014
1990,"male","indian",36,0.0014
1990,"male","indian",37,0.0014
1990,"male","indian",38,0.0014
1990,"male","indian",39,0.0014
1990,"male","indian",40,0.0021
1990,"male","indian",41,0.00232666833401059
1990,"male","indian",42,0.00233249228174698
1990,"male","indian",43,0.00233833080756773
1990,"male","indian",44,0.00234418394796363
1990,"male","indian",45,0.00447628902765112
1990,"male","indian",46,0.00448749375028775
1990,"male","indian",47,0.00449872651977493
1990,"male","indian",48,0.0045099874063175
1990,"male","indian",49,0.00452127648029604
1990,"male","indian",50,0.00770540948085442
1990,"male","indian",51,0.0077246971040399
1990,"male","indian",52,0.00774403300660743
1990,"male","indian",53,0.00776341730940646
1990,"male","indian",54,0.00778285013358894
1990,"male","indian",55,0.0137688204716649
1990,"male","indian",56,0.0138032855862867
1990,"male","indian",57,0.0138378369714884
1990,"male","indian",58,0.0138724748432163
1990,"male","indian",59,0.013907199417957
1990,"male","indian",60,0.0241661522487483
1990,"male","indian",61,0.024226643211568
1990,"male","indian",62,0.0242872855909866
1990,"male","indian",63,0.0243480797660192
1990,"male","indian",64,0.0244090261166297
1990,"male","indian",65,0.0354110943853056
1990,"male","indian",66,0.0354997328732129
1990,"male","indian",67,0.0355885932345661
1990,"male","indian",68,0.035677676024743
1990,"male","indian",69,0.0357669818005112
1990,"male","indian",70,0.0558694475591196
1990,"male","indian",71,0.0560092959156253
1990,"male","indian",72,0.0561494943304129
1990,"male","indian",73,0.0562900436797228
1990,"male","indian",74,0.0564309448419889
1990,"male","indian",75,0.081179295786032
1990,"male","indian",76,0.081382497922333
1990,"male","indian",77,0.081586208699511
1990,"male","indian",78,0.0817904293907589
1990,"male","indian",79,0.0819951612724567
1990,"male","indian",80,0.118720348093169
1990,"male","indian",81,0.11901752027385
1990,"male","indian",82,0.119315436314421
1990,"male","indian",83,0.119614098076857
1990,"male","indian",84,0.119913507427795
1990,"male","indian",85,0.17599181796034
1990,"male","indian",86,0.17599181796034
1990,"male","indian",87,0.17599181796034
1990,"male","indian",88,0.17599181796034
1990,"male","indian",89,0.17599181796034
1990,"male","indian",90,0.17599181796034
1990,"male","malay",0,0.0070999999999999
1990,"male","malay",1,4e-04
1990,"male","malay",2,4e-04
1990,"male","malay",3,4e-04
1990,"male","malay",4,4e-04
1990,"male","malay",5,2e-04
1990,"male","malay",6,2e-04
1990,"male","malay",7,2e-04
1990,"male","malay",8,2e-04
1990,"male","malay",9,2e-04
1990,"male","malay",10,3e-04
1990,"male","malay",11,3e-04
1990,"male","malay",12,3e-04
1990,"male","malay",13,3e-04
1990,"male","malay",14,3e-04
1990,"male","malay",15,5e-04
1990,"male","malay",16,5e-04
1990,"male","malay",17,5e-04
1990,"male","malay",18,5e-04
1990,"male","malay",19,5e-04
1990,"male","malay",20,8e-04
1990,"male","malay",21,8e-04
1990,"male","malay",22,8e-04
1990,"male","malay",23,8e-04
1990,"male","malay",24,8e-04
1990,"male","malay",25,8e-04
1990,"male","malay",26,8e-04
1990,"male","malay",27,8e-04
1990,"male","malay",28,8e-04
1990,"male","malay",29,8e-04
1990,"male","malay",30,9e-04
1990,"male","malay",31,9e-04
1990,"male","malay",32,9e-04
1990,"male","malay",33,9e-04
1990,"male","malay",34,9e-04
1990,"male","malay",35,0.0014
1990,"male","malay",36,0.0014
1990,"male","malay",37,0.0014
1990,"male","malay",38,0.0014
1990,"male","malay",39,0.0014
1990,"male","malay",40,0.0021
1990,"male","malay",41,0.00260436099249736
1990,"male","malay",42,0.00261806984195028
1990,"male","malay",43,0.00263185085211897
1990,"male","malay",44,0.00264570440284339
1990,"male","malay",45,0.00506596357326267
1990,"male","malay",46,0.00509262981967011
1990,"male","malay",47,0.00511943643200936
1990,"male","malay",48,0.00514638414913936
1990,"male","malay",49,0.00517347371380828
1990,"male","malay",50,0.00884119998354574
1990,"male","malay",51,0.00888773833975166
1990,"male","malay",52,0.00893452166480823
1990,"male","malay",53,0.00898155124818381
1990,"male","malay",54,0.00902882838613426
1990,"male","malay",55,0.0160170959677742
1990,"male","malay",56,0.0161014068440037
1990,"male","malay",57,0.0161861615162786
1990,"male","malay",58,0.016271362320655
1990,"male","malay",59,0.0163570116054855
1990,"male","malay",60,0.0285013936679055
1990,"male","malay",61,0.0286514194577701
1990,"male","malay",62,0.0288022349541973
1990,"male","malay",63,0.0289538443140489
1990,"male","malay",64,0.0291062517160673
1990,"male","malay",65,0.04234181668105
1990,"male","malay",66,0.0425646957642939
1990,"male","malay",67,0.0427887480396595
1990,"male","malay",68,0.0430139796826017
1990,"male","malay",69,0.0432403969010821
1990,"male","malay",70,0.0677292185510359
1990,"male","malay",71,0.0680857319773064
1990,"male","malay",72,0.0684441220208749
1990,"male","malay",73,0.0688043985598896
1990,"male","malay",74,0.0691665715244954
1990,"male","malay",75,0.0997742602425448
1990,"male","malay",76,0.100299452532278
1990,"male","malay",77,0.100827409332022
1990,"male","malay",78,0.101358145193618
1990,"male","malay",79,0.101891674745508
1990,"male","malay",80,0.147934663206131
1990,"male","malay",81,0.148713362484996
1990,"male","malay",82,0.14949616068533
1990,"male","malay",83,0.150283079383056
1990,"male","malay",84,0.151074140267672
1990,"male","malay",85,0.2223355006155
1990,"male","malay",86,0.2223355006155
1990,"male","malay",87,0.2223355006155
1990,"male","malay",88,0.2223355006155
1990,"male","malay",89,0.2223355006155
1990,"male","malay",90,0.2223355006155
1990,"male","other",0,0.0070999999999999
1990,"male","other",1,4e-04
1990,"male","other",2,4e-04
1990,"male","other",3,4e-04
1990,"male","other",4,4e-04
1990,"male","other",5,2e-04
1990,"male","other",6,2e-04
1990,"male","other",7,2e-04
1990,"male","other",8,2e-04
1990,"male","other",9,2e-04
1990,"male","other",10,3e-04
1990,"male","other",11,3e-04
1990,"male","other",12,3e-04
1990,"male","other",13,3e-04
1990,"male","other",14,3e-04
1990,"male","other",15,5e-04
1990,"male","other",16,5e-04
1990,"male","other",17,5e-04
1990,"male","other",18,5e-04
1990,"male","other",19,5e-04
1990,"male","other",20,8e-04
1990,"male","other",21,8e-04
1990,"male","other",22,8e-04
1990,"male","other",23,8e-04
1990,"male","other",24,8e-04
1990,"male","other",25,8e-04
1990,"male","other",26,8e-04
1990,"male","other",27,8e-04
1990,"male","other",28,8e-04
1990,"male","other",29,8e-04
1990,"male","other",30,9e-04
1990,"male","other",31,9e-04
1990,"male","other",32,9e-04
1990,"male","other",33,9e-04
1990,"male","other",34,9e-04
1990,"male","other",35,0.0014
1990,"male","other",36,0.0014
1990,"male","other",37,0.0014
1990,"male","other",38,0.0014
1990,"male","other",39,0.0014
1990,"male","other",40,0.0021
1990,"male","other",41,0.00260436099249736
1990,"male","other",42,0.00261806984195028
1990,"male","other",43,0.00263185085211897
1990,"male","other",44,0.00264570440284339
1990,"male","other",45,0.00506596357326267
1990,"male","other",46,0.00509262981967011
1990,"male","other",47,0.00511943643200936
1990,"male","other",48,0.00514638414913936
1990,"male","other",49,0.00517347371380828
1990,"male","other",50,0.00884119998354574
1990,"male","other",51,0.00888773833975166
1990,"male","other",52,0.00893452166480823
1990,"male","other",53,0.00898155124818381
1990,"male","other",54,0.00902882838613426
1990,"male","other",55,0.0160170959677742
1990,"male","other",56,0.0161014068440037
1990,"male","other",57,0.0161861615162786
1990,"male","other",58,0.016271362320655
1990,"male","other",59,0.0163570116054855
1990,"male","other",60,0.0285013936679055
1990,"male","other",61,0.0286514194577701
1990,"male","other",62,0.0288022349541973
1990,"male","other",63,0.0289538443140489
1990,"male","other",64,0.0291062517160673
1990,"male","other",65,0.04234181668105
1990,"male","other",66,0.0425646957642939
1990,"male","other",67,0.0427887480396595
1990,"male","other",68,0.0430139796826017
1990,"male","other",69,0.0432403969010821
1990,"male","other",70,0.0677292185510359
1990,"male","other",71,0.0680857319773064
1990,"male","other",72,0.0684441220208749
1990,"male","other",73,0.0688043985598896
1990,"male","other",74,0.0691665715244954
1990,"male","other",75,0.0997742602425448
1990,"male","other",76,0.100299452532278
1990,"male","other",77,0.100827409332022
1990,"male","other",78,0.101358145193618
1990,"male","other",79,0.101891674745508
1990,"male","other",80,0.147934663206131
1990,"male","other",81,0.148713362484996
1990,"male","other",82,0.14949616068533
1990,"male","other",83,0.150283079383056
1990,"male","other",84,0.151074140267672
1990,"male","other",85,0.2223355006155
1990,"male","other",86,0.2223355006155
1990,"male","other",87,0.2223355006155
1990,"male","other",88,0.2223355006155
1990,"male","other",89,0.2223355006155
1990,"male","other",90,0.2223355006155
1991,"female","chinese",0,0.0048
1991,"female","chinese",1,3e-04
1991,"female","chinese",2,3e-04
1991,"female","chinese",3,3e-04
1991,"female","chinese",4,3e-04
1991,"female","chinese",5,2e-04
1991,"female","chinese",6,2e-04
1991,"female","chinese",7,2e-04
1991,"female","chinese",8,2e-04
1991,"female","chinese",9,2e-04
1991,"female","chinese",10,3e-04
1991,"female","chinese",11,3e-04
1991,"female","chinese",12,3e-04
1991,"female","chinese",13,3e-04
1991,"female","chinese",14,3e-04
1991,"female","chinese",15,3e-04
1991,"female","chinese",16,3e-04
1991,"female","chinese",17,3e-04
1991,"female","chinese",18,3e-04
1991,"female","chinese",19,3e-04
1991,"female","chinese",20,4e-04
1991,"female","chinese",21,4e-04
1991,"female","chinese",22,4e-04
1991,"female","chinese",23,4e-04
1991,"female","chinese",24,4e-04
1991,"female","chinese",25,4e-04
1991,"female","chinese",26,4e-04
1991,"female","chinese",27,4e-04
1991,"female","chinese",28,4e-04
1991,"female","chinese",29,4e-04
1991,"female","chinese",30,5e-04
1991,"female","chinese",31,5e-04
1991,"female","chinese",32,5e-04
1991,"female","chinese",33,5e-04
1991,"female","chinese",34,5e-04
1991,"female","chinese",35,7e-04
1991,"female","chinese",36,7e-04
1991,"female","chinese",37,7e-04
1991,"female","chinese",38,7e-04
1991,"female","chinese",39,7e-04
1991,"female","chinese",40,0.0014
1991,"female","chinese",41,0.0014
1991,"female","chinese",42,0.0014
1991,"female","chinese",43,0.0014
1991,"female","chinese",44,0.0014
1991,"female","chinese",45,0.0019
1991,"female","chinese",46,0.0019
1991,"female","chinese",47,0.0019
1991,"female","chinese",48,0.0019
1991,"female","chinese",49,0.0019
1991,"female","chinese",50,0.0037
1991,"female","chinese",51,0.0037
1991,"female","chinese",52,0.0037
1991,"female","chinese",53,0.0037
1991,"female","chinese",54,0.0037
1991,"female","chinese",55,0.0066
1991,"female","chinese",56,0.0066
1991,"female","chinese",57,0.0066
1991,"female","chinese",58,0.0066
1991,"female","chinese",59,0.0066
1991,"female","chinese",60,0.011
1991,"female","chinese",61,0.011
1991,"female","chinese",62,0.011
1991,"female","chinese",63,0.011
1991,"female","chinese",64,0.011
1991,"female","chinese",65,0.018
1991,"female","chinese",66,0.018
1991,"female","chinese",67,0.018
1991,"female","chinese",68,0.018
1991,"female","chinese",69,0.018
