"ID","screen","male_ever_smoker_min_age","male_ever_smoker_max_age","male_ever_smoker_uptake","male_ever_smoker_pack_yrs","male_ever_smoker_quitting_period","male_ever_smoker_frequency","male_ever_smoker_family_history","male_never_smoker_min_age","male_never_smoker_max_age","male_never_smoker_uptake","male_never_smoker_frequency","male_never_smoker_family_history","female_ever_smoker_min_age","female_ever_smoker_max_age","female_ever_smoker_uptake","female_ever_smoker_pack_yrs","female_ever_smoker_quitting_period","female_ever_smoker_frequency","female_ever_smoker_family_history","female_never_smoker_min_age","female_never_smoker_max_age","female_never_smoker_uptake","female_never_smoker_frequency","female_never_smoker_family_history","Seed","Strategy","Smoking_ban_policy","Cost","QALY","Treatment_cost","Screen_cost","Life.Years","Total.Screens.Required","Total.number.of.screened.people","False.Positives","Total.cases.diagnosed","Total.Male.cases.diagnosed","Total.Female.cases.diagnosed","Total.screened.detected","Total.Male.screened.detected","Total.Female.screened.detected","Total.cases.diagnosed..80","Total.Male.cases.diagnosed..80","Total.Female.cases.diagnosed..80","Total.screened.detected..80","Total.Male.screened.detected..80","Total.Female.screened.detected..80","Late.cases.diagnosed","Late.Male.cases.diagnosed","Late.Female.cases.diagnosed","Total.deaths","Total.Male.deaths","Total.Female.deaths","Late.deaths","Late.Male.deaths","Late.Female.deaths","Base_Deaths","ICER","QALY_Gain","Additional_cost","Deaths_Averted","LYG","OverDiagnosis","OD_rate","FP_rate","LSA"
29,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,20,20,2,0,0,0,0,0,0,24,29,"Immediate Ban (100%)",9873798684.61,85726716.77,9846305722.47,27492962.14,507947066,75463,14511,19572,171442,55533,115909,1187,0,1187,86737,30593,56144,1117,0,1117,129873,43649,86224,61650,28418,33232,53484,24762,28722,61924,31247.0929093797,2446.14999999106,76435076.3199997,274,3160,90,7.5821398483572,25.9358891112201,236
30,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,25,20,2,0,0,0,0,0,0,24,30,"Immediate Ban (100%)",9845573974.42,85726051.71,9829305196.39,16268778.03,507946235,44747,9017,11541,171415,55533,115882,872,0,872,86653,30593,56060,822,0,822,129943,43649,86294,61732,28418,33314,53593,24762,28831,61924,27067.9000669847,1781.08999998868,48210366.1299992,192,2329,63,7.22477064220183,25.7916731847945,166
31,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,30,20,2,0,0,0,0,0,0,24,31,"Immediate Ban (100%)",9832571016.44,85725693.58,9821229850.83,11341165.61,507945782,31308,5738,7990,171399,55533,115866,674,0,674,86593,30593,56000,639,0,639,129977,43649,86328,61768,28418,33350,53651,24762,28889,61924,24742.3737492001,1422.95999999344,35207408.1499996,156,1876,47,6.973293768546,25.5206337038457,132
32,1,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1,35,20,2,0,0,0,0,0,0,24,32,"Immediate Ban (100%)",9823924568.36,85725452.15,9815528824.29,8395744.08,507945428,22801,4037,5772,171392,55533,115859,564,0,564,86574,30593,55981,534,0,534,129994,43649,86345,61790,28418,33372,53680,24762,28918,61924,22480.140216476,1181.53000000119,26560960.0699997,134,1522,40,7.09219858156028,25.3146791807377,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,"Baseline",7923144648.73,85851039.08,7923144648.73,0,508051940,0,0,0,139820,59094,80726,0,0,0,72164,31820,40344,0,0,0,106823,46209,60614,54061,29233,24828,47302,25634,21668,54061,NA,0,0,0,0,0,NA,NA,0
1,1,60,80,1,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,"Baseline",8846566491.55,85875324.16,8458014508.24,388551983.31,508083396,1143086,227059,296537,141011,60285,80726,14298,14298,0,75189,34845,40344,13144,13144,0,101269,40655,60614,51054,26226,24828,42318,20650,21668,54061,38024.245455237,24285.0799999982,923421842.82,3007,31456,1191,8.32983634074696,25.9417926560206,5554
2,1,60,80,1,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,"Baseline",8846546525.47,85875324.16,8458006842.96,388539682.51,508083396,1143050,227030,296531,141011,60285,80726,14298,14298,0,75189,34845,40344,13144,13144,0,101269,40655,60614,51054,26226,24828,42318,20650,21668,54061,38023.4233010584,24285.0799999982,923401876.74,3007,31456,1191,8.32983634074696,25.9420847731945,5554
3,1,60,80,1,10,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,"Baseline",8845024276.2,85875307.16,8457166513.44,387857762.76,508083363,1140989,225895,295971,141011,60285,80726,14294,14294,0,75189,34845,40344,13140,13140,0,101271,40657,60614,51056,26228,24828,42321,20653,21668,54061,37987.3326390085,24268.0799999982,921879627.470001,3005,31423,1191,8.33216734294109,25.9398644509281,5552
4,1,60,80,1,15,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,"Baseline",8827108081.28,85875209.23,8447246735.91,379861345.36,508083221,1117063,217121,289529,141008,60282,80726,14248,14248,0,75187,34843,40344,13096,13096,0,101296,40682,60614,51060,26232,24828,42341,20673,21668,54061,37399.9926582904,24170.150000006,903963432.550001,3001,31281,1188,8.33801235261089,25.9187709198138,5527
5,1,60,80,1,20,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,"Baseline",8756086305.55,85874578.92,8408525910.74,347560394.81,508082190,1021572,197152,264378,141003,60277,80726,14014,14014,0,75186,34842,40344,12874,12874,0,101408,40794,60614,51120,26292,24828,42450,20782,21668,54061,35384.3380762092,23539.8400000036,832941656.82,2941,30250,1183,8.44155844155844,25.8795268468595,5415
6,1,60,80,1,25,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,"Baseline",8620348509.28,85872751.23,8333175738.79,287172770.5,508079600,844339,170628,217939,140935,60209,80726,13145,13145,0,75079,34735,40344,12045,12045,0,101801,41187,60614,51301,26473,24828,42785,21117,21668,54061,32111.2308338792,21712.150000006,697203860.550001,2760,27660,1115,8.48231266641309,25.811788866794,5022
7,1,60,80,1,30,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,"Baseline",8507228770.2,85870689.6,8268945303.25,238283466.95,508077096,700447,141002,180368,140827,60101,80726,11867,11867,0,74745,34401,40344,10795,10795,0,102290,41676,60614,51588,26760,24828,43217,21549,21668,54061,29723.5961933895,19650.5199999958,584084121.47,2473,25156,1007,8.48571669335131,25.7504136644171,4533
8,1,60,80,1,35,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,"Baseline",8443516749.46,85869410.19,8231428523.7,212088225.76,508075515,622787,116405,160365,140718,59992,80726,10938,10938,0,74482,34138,40344,10067,10067,0,102600,41986,60614,51775,26947,24828,43491,21823,21668,54061,28325.5666494848,18371.1099999994,520372100.73,2286,23575,898,8.20991040409581,25.7495740919448,4223
9,1,60,80,1,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,"Baseline",9006596669.9,85876760.73,8546937073.9,459659596,508085279,1353907,267835,351931,141108,60382,80726,15230,15230,0,75371,35027,40344,13993,13993,0,100955,40341,60614,50869,26041,24828,42034,20366,21668,54061,42122.1819428283,25721.650000006,1083452021.17,3192,33339,1288,8.456992777413,25.9937351679251,5868
